Ordre de travail;Staut Ordre de travail;Equipment;Noeud Parent;Classification Equipement;Date début;Type OT
OT275052;en cours INV;PFC103;PFC1;MECANIQUE;2019-07-02;correctif non planifié
OT275053;en cours INV;PFC101;PFC1;MECANIQUE;2019-07-01;correctif non planifié
OT275054;en cours INV;PAV004024;PAV004;MECANIQUE;2019-04-18;correctif planifié
OT275055;en cours INV;PAV00100;pav001;MECANIQUE;2019-04-18;correctif planifié
OT275056;en cours INV;PAV007;Pav0;MECANIQUE;2019-04-18;correctif planifié
OT275061;en cours INV;PFC102;PFC1;MECANIQUE;2019-07-02;correctif non planifié
OT275062;en cours INV;ULUTTE010704;ULUTTE0107;MECANIQUE;2019-06-29;correctif non planifié
OT275063;en cours INV;ULUTVP0103;ULUTVP01;MECANIQUE;2019-06-26;correctif planifié
OT275069;en cours INV;PAV00212;PAV002;MECANIQUE;2019-04-18;correctif planifié
OT275070;en cours INV;PAV00317;PAV003;MECANIQUE;2019-05-02;correctif planifié
OT275072;en cours INV;PFC109;PFC1;MECANIQUE;2019-07-02;correctif non planifié
OT275073;en cours INV;PFS101;PFS1;MECANIQUE;2019-07-02;correctif non planifié
OT275079;en cours INV;PFC104;PFC1;MECANIQUE;2019-07-02;correctif planifié
OT275081;en cours INV;PAV00102;pav001;MECANIQUE;2019-02-05;correctif planifié
OT275082;en cours INV;PFD003;PFD0;MECANIQUE;2019-07-03;correctif planifié
OT275083;en cours INV;PFC103;PFC1;MECANIQUE;2019-07-03;correctif non planifié
OT275084;en cours INV;PAV007;Pav0;MECANIQUE;2019-02-05;correctif planifié
OT275085;en cours INV;PAV007;Pav0;MECANIQUE;2019-02-05;correctif planifié
OT275091;en cours INV;PFC104;PFC1;MECANIQUE;2019-07-03;correctif non planifié
OT275092;en cours INV;PFC107;PFC1;MECANIQUE;2019-07-03;correctif non planifié
OT275094;en cours INV;PFC102;PFC1;MECANIQUE;2019-07-03;correctif non planifié
OT275095;en cours INV;PFC102;PFC1;MECANIQUE;2019-07-03;correctif non planifié
OT275130;en cours INV;ULPRPS0201;ULPRPS02;MECANIQUE;2019-07-02;correctif planifié
OT275160;en cours INV;ULUTTE010501;ULUTTE0105;MECANIQUE;2019-07-03;correctif planifié
OT275165;en cours INV;ULUTTE010603;ULUTTE0106;MECANIQUE;2019-07-04;correctif non planifié
OT275166;en cours INV;PAV00212;PAV002;MECANIQUE;2019-04-30;correctif planifié
OT275167;en cours INV;PAV007;Pav0;MECANIQUE;2019-04-30;correctif planifié
OT275168;en cours INV;PAV00246;PAV002;MECANIQUE;2019-03-31;correctif planifié
OT275169;en cours INV;PAV00246;PAV002;MECANIQUE;2019-02-28;correctif planifié
OT275170;en cours INV;PAV00218;PAV002;MECANIQUE;2019-02-28;correctif planifié
OT275172;en cours INV;PFC103;PFC1;MECANIQUE;2019-07-05;correctif non planifié
OT275176;en cours INV;PAV00102;pav001;MECANIQUE;2019-04-24;correctif planifié
OT275177;en cours INV;PAV00100;pav001;MECANIQUE;2019-04-24;correctif planifié
OT275178;en cours INV;ULUTTE010502;ULUTTE0105;MECANIQUE;2019-07-05;correctif planifié
OT275180;en cours INV;PAV00102;pav001;MECANIQUE;2019-04-24;correctif planifié
OT275183;en cours INV;PFC104;PFC1;MECANIQUE;2019-07-02;correctif non planifié
OT275184;en cours INV;PFC104;PFC1;MECANIQUE;2019-07-02;correctif non planifié
OT275187;en cours INV;PFC102;PFC1;MECANIQUE;2019-07-05;correctif non planifié
OT275188;en cours INV;PAV00323;PAV003;MECANIQUE;2019-06-11;correctif planifié
OT275189;en cours INV;PAV00338;PAV003;MECANIQUE;2019-07-01;correctif planifié
OT275190;en cours INV;PAV00329;PAV003;MECANIQUE;2019-06-27;correctif planifié
OT275191;en cours INV;PAV00396;PAV003;MECANIQUE;2019-06-28;correctif planifié
OT275192;en cours INV;PAV00334;PAV003;MECANIQUE;2019-06-07;correctif planifié
OT275193;en cours INV;PAV00398;PAV003;MECANIQUE;2019-05-27;correctif planifié
OT275194;en cours INV;PAV00100;pav001;MECANIQUE;2019-06-19;correctif planifié
OT275198;en cours INV;PAV00100;pav001;MECANIQUE;2019-05-31;correctif planifié
OT275201;en cours INV;PFC103;PFC1;MECANIQUE;2019-07-07;correctif planifié
OT275202;en cours INV;PFS103;PFS1;MECANIQUE;2019-07-07;correctif non planifié
OT275207;en cours INV;PFC104;PFC1;MECANIQUE;2019-07-07;correctif non planifié
OT275212;en cours INV;PFC101;PFC1;MECANIQUE;2019-07-07;correctif non planifié
OT275213;en cours INV;PFG206;PFG2;MECANIQUE;2019-07-07;correctif planifié
OT275215;en cours INV;PAV115;PAV1;MECANIQUE;2019-06-27;correctif planifié
OT275216;en cours INV;PAV004011;PAV004;MECANIQUE;2019-06-27;correctif planifié
OT275217;en cours INV;PAV00500;PAV005;MECANIQUE;2019-06-27;correctif planifié
OT275218;en cours INV;PAV00500;PAV005;MECANIQUE;2019-06-27;correctif planifié
OT275219;en cours INV;PAV00500;PAV005;MECANIQUE;2019-06-27;correctif planifié
OT275220;en cours INV;PAV004015;PAV004;MECANIQUE;2019-06-27;correctif planifié
OT275225;en cours INV;PAV00500;PAV005;MECANIQUE;2019-06-27;correctif planifié
OT275226;en cours INV;PAV004015;PAV004;MECANIQUE;2019-06-27;correctif planifié
OT275232;en cours INV;PFC103;PFC1;MECANIQUE;2019-07-08;correctif non planifié
OT275233;en cours INV;PFC101;PFC1;MECANIQUE;2019-07-08;correctif non planifié
OT275234;en cours INV;PFC103;PFC1;MECANIQUE;2019-07-09;correctif non planifié
OT275235;en cours INV;ULPRPS0201;ULPRPS02;MECANIQUE;2019-07-09;correctif non planifié
OT275239;en cours INV;ULPRPH0405;ULPRPH04;MECANIQUE;2019-07-02;correctif planifié
OT275240;en cours INV;ULPRPH0405;ULPRPH04;MECANIQUE;2019-07-04;correctif planifié
OT275241;en cours INV;ULPRPH0405;ULPRPH04;MECANIQUE;2019-07-05;correctif planifié
OT275242;en cours INV;ULPRPH0405;ULPRPH04;MECANIQUE;2019-07-06;correctif planifié
OT275243;en cours INV;ULPRPH0407;ULPRPH04;MECANIQUE;2019-07-02;correctif non planifié
OT275245;en cours INV;PFC106;PFC1;MECANIQUE;2019-07-09;correctif planifié
OT275246;en cours INV;PFC102;PFC1;MECANIQUE;2019-07-09;correctif non planifié
OT275247;en cours INV;PFC103;PFC1;MECANIQUE;2019-07-10;correctif non planifié
OT275248;en cours INV;PFC103;PFC1;MECANIQUE;2019-07-09;correctif non planifié
OT275249;en cours INV;PFC101;PFC1;MECANIQUE;2019-07-09;correctif non planifié
OT275273;en cours INV;ULPRPH0305;ULPRPH03;MECANIQUE;2019-07-08;correctif planifié
OT275285;en cours INV;ULPRPH0305;ULPRPH03;MECANIQUE;2019-07-02;correctif planifié
OT275286;en cours INV;ULPRPH0305;ULPRPH03;MECANIQUE;2019-07-04;correctif non planifié
OT275287;en cours INV;ULPRPH0305;ULPRPH03;MECANIQUE;2019-07-05;correctif planifié
OT275288;en cours INV;ULPRPH0305;ULPRPH03;MECANIQUE;2019-07-06;correctif planifié
OT275856;en cours INV;PFC104;PFC1;MECANIQUE;2019-07-11;correctif planifié
OT275861;en cours INV;PFC104;PFC1;MECANIQUE;2019-07-10;correctif non planifié
OT275863;en cours INV;PFC101;PFC1;MECANIQUE;2019-07-10;correctif non planifié
OT275905;en cours INV;ULPRPH0205;ULPRPH02;MECANIQUE;2019-07-03;correctif planifié
OT275906;en cours INV;ULPRPH0202;ULPRPH02;MECANIQUE;2019-07-01;correctif planifié
OT275913;en cours INV;ULPRPH0208;ULPRPH02;MECANIQUE;2019-07-03;correctif planifié
OT275914;en cours INV;ULPRPH0209;ULPRPH02;MECANIQUE;2019-07-05;correctif planifié
OT275915;en cours INV;ULPRPH010101;ULPRPH0101;MECANIQUE;2019-07-01;correctif planifié
OT275928;en cours INV;ULPRPH01;ULPRPH;MECANIQUE;2019-07-01;correctif planifié
OT275929;en cours INV;ULPRPH0104;ULPRPH01;MECANIQUE;2019-07-03;correctif non planifié
OT275942;en cours INV;ULPRPS0201;ULPRPS02;MECANIQUE;2019-07-08;correctif non planifié
OT275945;en cours INV;PFC101;PFC1;MECANIQUE;2019-07-11;correctif non planifié
OT275953;en cours INV;PAV00102;pav001;MECANIQUE;2019-06-20;correctif planifié
OT275954;en cours INV;PFC101;PFC1;MECANIQUE;2019-07-12;correctif non planifié
OT275956;en cours INV;PAV00100;pav001;MECANIQUE;2019-06-20;correctif planifié
OT275957;en cours INV;PAV004023;PAV004;MECANIQUE;2019-06-20;correctif planifié
OT275958;en cours INV;PAV00501;PAV005;MECANIQUE;2019-06-20;correctif planifié
OT275959;en cours INV;PAV110;PAV1;MECANIQUE;2019-07-03;correctif planifié
OT275962;en cours INV;PAV00419;PAV003;MECANIQUE;2019-07-03;correctif planifié
OT275963;en cours INV;PFC102;PFC1;MECANIQUE;2019-07-12;correctif non planifié
OT275964;en cours INV;PFC103;PFC1;MECANIQUE;2019-07-12;correctif non planifié
OT275965;en cours INV;PFC102;PFC1;MECANIQUE;2019-07-12;correctif non planifié
OT275967;en cours INV;PFS101;PFS1;MECANIQUE;2019-07-12;correctif non planifié
OT275970;en cours INV;PAV00417;PAV003;MECANIQUE;2019-07-03;correctif planifié
OT275971;en cours INV;PFC102;PFC1;MECANIQUE;2019-07-13;correctif non planifié
OT275972;en cours INV;PAV110;PAV1;MECANIQUE;2019-07-03;correctif planifié
OT275974;en cours INV;PAV00212;PAV002;MECANIQUE;2019-05-17;correctif planifié
OT275976;en cours INV;ULPRPF0201;ULPRPF02;MECANIQUE;2019-07-11;correctif non planifié
OT275977;en cours INV;ULUTTE010501;ULUTTE0105;MECANIQUE;2019-07-12;correctif planifié
OT275979;en cours INV;PAV00248;PAV002;MECANIQUE;2019-06-30;correctif planifié
OT275980;en cours INV;PFC101;PFC1;MECANIQUE;2019-07-12;correctif non planifié
OT275992;en cours INV;PAV00246;PAV002;MECANIQUE;2019-05-30;correctif planifié
OT275994;en cours INV;PAV00248;PAV002;MECANIQUE;2019-05-30;correctif planifié
OT275995;en cours INV;PAV00412;PAV003;MECANIQUE;2019-03-15;correctif planifié
OT275997;en cours INV;PAV00367;PAV003;MECANIQUE;2019-03-28;correctif planifié
OT276001;en cours INV;PAV00367;PAV003;MECANIQUE;2019-03-28;correctif planifié
OT276004;en cours INV;PAV00367;PAV003;MECANIQUE;2019-03-28;correctif planifié
OT276005;en cours INV;PAV00367;PAV003;MECANIQUE;2019-04-02;correctif planifié
OT276008;en cours INV;PAV00367;PAV003;MECANIQUE;2019-04-10;correctif planifié
OT276010;en cours INV;PAV00412;PAV003;MECANIQUE;2019-05-10;correctif planifié
OT276011;en cours INV;ULPRPF0201;ULPRPF02;MECANIQUE;2019-07-13;correctif non planifié
OT276012;en cours INV;PAV00382;PAV003;MECANIQUE;2019-05-16;correctif planifié
OT276013;en cours INV;ULUTTE010502;ULUTTE0105;MECANIQUE;2019-07-15;correctif planifié
OT276014;en cours INV;ULUTTA0103;ULUTTA01;MECANIQUE;2019-07-13;correctif planifié
OT276015;en cours INV;ULUTTA0102;ULUTTA01;MECANIQUE;2019-07-13;correctif non planifié
OT276017;en cours INV;ULPRPH0204;ULPRPH02;MECANIQUE;2019-07-04;correctif planifié
OT276018;en cours INV;PAV00382;PAV003;MECANIQUE;2019-06-01;correctif planifié
OT276019;en cours INV;PAV00382;PAV003;MECANIQUE;2019-06-15;correctif planifié
OT276020;en cours INV;PFC101;PFC1;MECANIQUE;2019-07-15;correctif non planifié
OT276024;en cours INV;PFC101;PFC1;MECANIQUE;2019-07-15;correctif non planifié
OT276054;en cours INV;ULPRPH01;ULPRPH;MECANIQUE;2019-07-09;correctif planifié
OT276055;en cours INV;ULUTEG0102;ULUTEG01;MECANIQUE;2019-07-15;correctif planifié
OT276072;en cours INV;PFC101;PFC1;MECANIQUE;2019-07-14;correctif non planifié
OT276097;en cours INV;PFC101;PFC1;MECANIQUE;2019-07-14;correctif non planifié
OT276111;en cours INV;PFC102;PFC1;MECANIQUE;2019-07-15;correctif non planifié
OT276120;en cours INV;ULUTTE010502;ULUTTE0105;MECANIQUE;2019-07-15;correctif planifié
OT276153;en cours INV;PFC101;PFC1;MECANIQUE;2019-07-16;correctif non planifié
OT276158;en cours INV;PFS101;PFS1;MECANIQUE;2019-07-17;correctif non planifié
OT276159;en cours INV;PFS101;PFS1;MECANIQUE;2019-07-17;correctif non planifié
OT276165;en cours INV;PFC104;PFC1;MECANIQUE;2019-07-16;correctif non planifié
OT276166;en cours INV;PFC102;PFC1;MECANIQUE;2019-07-16;correctif non planifié
OT276173;en cours INV;PFC101;PFC1;MECANIQUE;2019-07-17;correctif non planifié
OT276177;en cours INV;ULPRPH0401;ULPRPH04;MECANIQUE;2019-07-12;correctif planifié
OT276204;en cours INV;PFC104;PFC1;MECANIQUE;2019-07-17;correctif non planifié
OT276207;en cours INV;ULUTTE010602;ULUTTE0106;MECANIQUE;2019-07-17;correctif non planifié
OT276268;en cours INV;ULPRPH0607;ULPRPH06;MECANIQUE;2019-07-01;correctif planifié
OT276269;en cours INV;PAV201;PAV2;MECANIQUE;2019-07-03;correctif planifié
OT276271;en cours INV;ULPRPH0607;ULPRPH06;MECANIQUE;2019-07-01;correctif planifié
OT276274;en cours INV;ULPRPH0104;ULPRPH01;MECANIQUE;2019-07-01;correctif planifié
OT276279;en cours INV;PAV004034;PAV004;MECANIQUE;2019-07-03;correctif planifié
OT276280;en cours INV;ULPRPH0502;ULPRPH05;MECANIQUE;2019-06-29;correctif planifié
OT276285;en cours INV;ULPRPH0107;ULPRPH01;MECANIQUE;2019-07-14;correctif planifié
OT276287;en cours INV;ULPRPH0102;ULPRPH01;MECANIQUE;2019-07-15;correctif planifié
OT276289;en cours INV;ULPRPH0106;ULPRPH01;MECANIQUE;2019-07-15;correctif non planifié
OT276291;en cours INV;ULPRPH0405;ULPRPH04;MECANIQUE;2019-07-14;correctif planifié
OT276292;en cours INV;ULPRPH0607;ULPRPH06;MECANIQUE;2019-07-13;correctif planifié
OT276293;en cours INV;ULPRPH0603;ULPRPH06;MECANIQUE;2019-07-13;correctif planifié
OT276294;en cours INV;ULPRPH0202;ULPRPH02;MECANIQUE;2019-07-13;correctif planifié
OT276298;en cours INV;ULPRPH0411;ULPRPH04;MECANIQUE;2019-07-04;correctif non planifié
OT276300;en cours INV;ULPRDV0102;ULPRDV01;MECANIQUE;2019-07-15;correctif planifié
OT276301;en cours INV;ULPRPH0309;ULPRPH03;MECANIQUE;2019-07-15;correctif non planifié
OT276304;en cours INV;ULPRSR0102;ULPRSR01;MECANIQUE;2019-07-15;correctif non planifié
OT276306;en cours INV;PAV004032;PAV004;MECANIQUE;2019-07-03;correctif planifié
OT276307;en cours INV;PAV004037;pav004;MECANIQUE;2019-07-01;correctif planifié
OT276308;en cours INV;PAV004032;PAV004;MECANIQUE;2019-05-29;correctif planifié
OT276310;en cours INV;ULUTEG0107;ULUTEG01;MECANIQUE;2019-07-19;correctif planifié
OT276352;en cours INV;ULUTTA0104;ULUTTA01;MECANIQUE;2019-07-19;correctif planifié
OT276354;en cours INV;ULPRPH0405;ULPRPH04;MECANIQUE;2019-07-18;correctif planifié
OT276360;en cours INV;ULPRPH0101;ULPRPH01;MECANIQUE;2019-07-18;correctif non planifié
OT276361;en cours INV;ULPRPH0107;ULPRPH01;MECANIQUE;2019-07-18;correctif planifié
OT276363;en cours INV;ULPRPH0205;ULPRPH02;MECANIQUE;2019-07-16;correctif planifié
OT276364;en cours INV;ULPRPH0205;ULPRPH02;MECANIQUE;2019-07-16;correctif planifié
OT276365;en cours INV;ULPRPH0202;ULPRPH02;MECANIQUE;2019-07-01;correctif planifié
OT276368;en cours INV;ULPRPH0306;ULPRPH03;MECANIQUE;2019-07-17;correctif planifié
OT276370;en cours INV;ULPRPH0104;ULPRPH01;MECANIQUE;2019-07-18;correctif non planifié
OT276371;en cours INV;ULPRPH0102;ULPRPH01;MECANIQUE;2019-07-18;correctif planifié
OT276396;en cours INV;ULPRPF0201;ULPRPF02;MECANIQUE;2019-07-18;correctif non planifié
OT276397;en cours INV;PAV004033;PAV004;MECANIQUE;2019-05-29;correctif planifié
OT276398;en cours INV;PAV004027;PAV004;MECANIQUE;2019-05-29;correctif planifié
OT276399;en cours INV;PAV004034;PAV004;MECANIQUE;2019-05-29;correctif planifié
OT276400;en cours INV;PAV004032;PAV004;MECANIQUE;2019-07-03;correctif planifié
OT276401;en cours INV;PAV004034;PAV004;MECANIQUE;2019-07-03;correctif planifié
OT276464;en cours INV;PFC103;PFC1;MECANIQUE;2019-07-19;correctif non planifié
OT276465;en cours INV;PFC103;PFC1;MECANIQUE;2019-07-20;correctif non planifié
OT276492;en cours INV;ULUTTE010501;ULUTTE0105;MECANIQUE;2019-07-20;correctif planifié
OT276494;en cours INV;ULPRPF0201;ULPRPF02;MECANIQUE;2019-07-20;correctif planifié
OT276499;en cours INV;ULPRPF0301;ULPRPF03;MECANIQUE;2019-07-19;correctif non planifié
OT276500;en cours INV;ULUTTE010502;ULUTTE0105;MECANIQUE;2019-07-19;correctif planifié
OT276505;en cours INV;PAV00338;PAV003;MECANIQUE;2019-03-23;correctif planifié
OT276507;en cours INV;PFC102;PFC1;MECANIQUE;2019-07-21;correctif non planifié
OT276508;en cours INV;PFC101;PFC1;MECANIQUE;2019-07-21;correctif non planifié
OT276509;en cours INV;PFC103;PFC1;MECANIQUE;2019-07-21;correctif non planifié
OT276513;en cours INV;PAV00338;PAV003;MECANIQUE;2019-06-03;correctif planifié
OT276514;en cours INV;PAV00338;PAV003;MECANIQUE;2019-05-16;correctif planifié
OT276518;en cours INV;PAV00371;PAV003;MECANIQUE;2019-06-24;correctif planifié
OT276534;en cours INV;PAV00432;PAV003;MECANIQUE;2019-05-11;correctif planifié
OT276541;en cours INV;PFC106;PFC1;MECANIQUE;2019-07-22;correctif non planifié
OT276542;en cours INV;PFC103;PFC1;MECANIQUE;2019-07-21;correctif non planifié
OT276544;en cours INV;PFC101;PFC1;MECANIQUE;2019-07-21;correctif non planifié
OT276545;en cours INV;PFC104;PFC1;MECANIQUE;2019-07-21;correctif non planifié
OT276552;en cours INV;ULPRPH0304;ULPRPH03;MECANIQUE;2019-07-23;correctif planifié
OT276558;en cours INV;ULPRPH030102;ULPRPH0301;MECANIQUE;2019-07-22;correctif planifié
OT276564;en cours INV;ULPRPH010102;ULPRPH0101;MECANIQUE;2019-07-19;correctif planifié
OT276565;en cours INV;ULPRPH0305;ULPRPH03;MECANIQUE;2019-07-22;correctif planifié
OT276566;en cours INV;ULPRPH0305;ULPRPH03;MECANIQUE;2019-07-21;correctif non planifié
OT276592;en cours INV;PAV00442;PAV003;MECANIQUE;2019-07-04;correctif planifié
OT276697;en cours INV;PFS102;PFS1;MECANIQUE;2019-07-21;correctif non planifié
OT276727;en cours INV;PAV00330;PAV003;MECANIQUE;2019-06-11;correctif planifié
OT276730;en cours INV;PAV00329;PAV003;MECANIQUE;2019-06-13;correctif planifié
OT276731;en cours INV;PAV00401;PAV003;MECANIQUE;2019-06-13;correctif planifié
OT276733;en cours INV;PAV00320;PAV003;MECANIQUE;2019-06-18;correctif planifié
OT276739;en cours INV;PAV00413;PAV003;MECANIQUE;2019-06-13;correctif planifié
OT276919;en cours INV;PFC103;PFC1;MECANIQUE;2019-07-23;correctif non planifié
OT276938;en cours INV;ULPRPH0210;ULPRPH02;MECANIQUE;2019-07-23;correctif planifié
OT276941;en cours INV;PFC105;PFC1;MECANIQUE;2019-07-24;correctif non planifié
OT276948;en cours INV;ULPRPH0402;ULPRPH04;MECANIQUE;2019-07-22;correctif planifié
OT276949;en cours INV;ULPRPH0106;ULPRPH01;MECANIQUE;2019-07-23;correctif non planifié
OT276951;en attente de PDR;ULPRPH0205;ULPRPH02;MECANIQUE;2019-07-20;correctif planifié
OT276952;en cours INV;ULPRPH0603;ULPRPH06;MECANIQUE;2019-07-15;correctif planifié
OT276961;en cours INV;ULUTTE010502;ULUTTE0105;MECANIQUE;2019-07-23;correctif planifié
OT276963;en cours INV;PFC101;PFC1;MECANIQUE;2019-07-25;correctif non planifié
OT276965;en cours INV;PFC103;PFC1;MECANIQUE;2019-07-26;correctif non planifié
OT276999;en cours INV;ULPRPF0201;ULPRPF02;MECANIQUE;2019-07-26;correctif planifié
OT277000;en cours INV;PFC104;PFC1;MECANIQUE;2019-07-24;correctif non planifié
OT277001;en cours INV;PFC104;PFC1;MECANIQUE;2019-07-25;correctif non planifié
OT277002;en cours INV;PFC104;PFC1;MECANIQUE;2019-07-24;correctif non planifié
OT277004;en cours INV;PFC101;PFC1;MECANIQUE;2019-07-24;correctif non planifié
OT277044;en cours INV;ULPRPH0405;ULPRPH04;MECANIQUE;2019-07-26;correctif planifié
OT277046;en cours INV;ULPRPH0305;ULPRPH03;MECANIQUE;2019-07-24;correctif planifié
OT277047;en cours INV;ULPRPH0202;ULPRPH02;MECANIQUE;2019-07-24;correctif planifié
OT277048;en cours INV;ULPRPH0304;ULPRPH03;MECANIQUE;2019-07-24;correctif non planifié
OT277049;en cours INV;ULPRPH0304;ULPRPH03;MECANIQUE;2019-07-23;correctif planifié
OT277051;en cours INV;ULPRPH0108;ULPRPH01;MECANIQUE;2019-07-24;correctif planifié
OT277053;en cours INV;ULPRPH0104;ULPRPH01;MECANIQUE;2019-07-19;correctif planifié
OT277095;en cours INV;PFC101;PFC1;MECANIQUE;2019-07-26;correctif non planifié
OT277102;en cours INV;PFC104;PFC1;MECANIQUE;2019-07-26;correctif non planifié
OT277158;en cours INV;PFC106;PFC1;MECANIQUE;2019-07-29;correctif planifié
OT277159;en cours INV;PFC103;PFC1;MECANIQUE;2019-07-28;correctif non planifié
OT277161;en cours INV;PFC111;PFC1;MECANIQUE;2019-07-28;correctif non planifié
OT277169;en cours INV;PFS102;PFS1;MECANIQUE;2019-07-29;correctif non planifié
OT277172;en cours INV;ULPRPH0301;ULPRPH03;MECANIQUE;2019-07-29;correctif planifié
OT277174;en cours INV;PAV00376;PAV003;MECANIQUE;2019-07-01;correctif planifié
OT277179;en cours INV;PAV00334;PAV003;MECANIQUE;2019-06-25;correctif planifié
OT277182;en cours INV;PAV00212;PAV002;MECANIQUE;2019-02-28;correctif planifié
OT277240;en cours INV;PAV007;Pav0;MECANIQUE;2019-03-29;correctif planifié
OT277262;en cours INV;PAV007;Pav0;MECANIQUE;2019-03-29;correctif planifié
OT277295;en cours INV;ULPRPH0405;ULPRPH04;MECANIQUE;2019-07-29;correctif planifié
OT277296;en cours INV;ULPRPH0402;ULPRPH04;MECANIQUE;2019-07-29;correctif planifié
OT277297;en cours INV;ULPRPH0301;ULPRPH03;MECANIQUE;2019-07-29;correctif planifié
OT277301;en cours INV;ULPRPH0305;ULPRPH03;MECANIQUE;2019-07-28;correctif planifié
OT277302;en cours INV;ULPRPH0304;ULPRPH03;MECANIQUE;2019-07-29;correctif non planifié
OT277305;en cours INV;ULPRPH0205;ULPRPH02;MECANIQUE;2019-07-30;correctif planifié
OT277306;en cours INV;ULPRPS0202;ULPRPS02;MECANIQUE;2019-07-29;correctif planifié
OT277308;en cours INV;ULPRPH030102;ULPRPH0301;MECANIQUE;2019-07-23;correctif non planifié
OT277309;en cours INV;ULPRPH0302;ULPRPH03;MECANIQUE;2019-07-26;correctif planifié
OT277310;en cours INV;ULPRPH0205;ULPRPH02;MECANIQUE;2019-07-27;correctif planifié
OT277322;en cours INV;ULPRPH0401;ULPRPH04;MECANIQUE;2019-07-30;correctif planifié
